"Identifier","Coordinate","Family","Common_Name","SubCellular","SubOrganellar"
"AT2G04845","p03-r24-c36","GNAT","AT2G04845","Mitochondrion","Mitochondrion inner membrane"
"AT5G62020","p03-r24-c37","HSF","HSFB2A","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G62020","p03-r24-c38","HSF","HSFB2A","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G67180","p03-r24-c39","AP2-EREBP","TOE3","Nucleus","Chromosome"
"AT5G67180","p03-r24-c40","AP2-EREBP","TOE3","Nucleus","Chromosome"
"AT1G19040","p03-r24-c41","NAC","AT1G19040","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G19040","p03-r24-c42","NAC","AT1G19040","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G04250","p03-r24-c43","AUX-IAA","AtIAA17","Nucleus","Chromosome"
"AT1G04250","p03-r24-c44","AUX-IAA","AtIAA17","Nucleus","Chromosome"
"AT2G42280","p03-r24-c45","bHLH","FBH4","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G42280","p03-r24-c46","bHLH","FBH4","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G49330","p03-r24-c47","MYB","PFG3","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G49330","p03-r24-c48","MYB","PFG3","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G18010","p03-r25-c01","HB","WOX1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G18010","p03-r25-c02","HB","WOX1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G79700","p03-r25-c03","AP2-EREBP","WRI4","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G79700","p03-r25-c04","AP2-EREBP","WRI4","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G66380","p03-r25-c05","MYB","AtMYB114","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G66380","p03-r25-c06","MYB","AtMYB114","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G51070","p03-r25-c07","bHLH","bHLH115","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G51070","p03-r25-c08","bHLH","bHLH115","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G65510","p03-r25-c09","AP2-EREBP","PLT7","Nucleus","Chromosome"
"AT5G65510","p03-r25-c10","AP2-EREBP","PLT7","Nucleus","Chromosome"
"AT5G63160","p03-r25-c11","TRAF","BT1","Nucleus","Chromosome"
"AT5G63160","p03-r25-c12","TRAF","BT1","Nucleus","Chromosome"
"AT2G28810","p03-r25-c13","C2C2-DOF","AT2G28810","Nucleus","Chromosome"
"AT2G28810","p03-r25-c14","C2C2-DOF","AT2G28810","Nucleus","Chromosome"
"AT4G27240","p03-r25-c15","C2H2","AT4G27240","Nucleus","Nucleus, nucleolus"
"AT4G27240","p03-r25-c16","C2H2","AT4G27240","Nucleus","Nucleus, nucleolus"
"AT3G10760","p03-r25-c17","G2-like","AT3G10760","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
"AT3G10760","p03-r25-c18","G2-like","AT3G10760","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
"AT5G18240","p03-r25-c19","G2-like","ATMYR1","Nucleus","Chromosome"
"AT5G18240","p03-r25-c20","G2-like","ATMYR1","Nucleus","Chromosome"
"AT1G69580","p03-r25-c21","G2-like","AT1G69580","Nucleus","Chromosome"
"AT1G69580","p03-r25-c22","G2-like","AT1G69580","Nucleus","Chromosome"
"AT5G02840","p03-r25-c23","MYB-related","LCL1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G02840","p03-r25-c24","MYB-related","LCL1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G18550","p03-r25-c25","HB","ATHB21","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT2G18550","p03-r25-c26","HB","ATHB21","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT4G13640","p03-r25-c27","G2-like","UNE16","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT4G13640","p03-r25-c28","G2-like","UNE16","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G19790","p03-r25-c29","AP2-EREBP","RAP2.11","Nucleus","Chromosome"
"AT5G19790","p03-r25-c30","AP2-EREBP","RAP2.11","Nucleus","Chromosome"
"AT2G01760","p03-r25-c31","ARR-B","RR14","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G01760","p03-r25-c32","ARR-B","RR14","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G66390","p03-r25-c33","MYB","ATMYB90","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G66390","p03-r25-c34","MYB","ATMYB90","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G19490","p03-r25-c35","bZIP","AT1G19490","Nucleus","Nucleus, nucleolus; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT1G19490","p03-r25-c36","bZIP","AT1G19490","Nucleus","Nucleus, nucleolus; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT4G23800","p03-r25-c37","HMG","3xHMG-box2","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT4G23800","p03-r25-c38","HMG","3xHMG-box2","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT4G34680","p03-r25-c39","C2C2-GATA","GATA3","Nucleus","Chromosome"
"AT4G34680","p03-r25-c40","C2C2-GATA","GATA3","Nucleus","Chromosome"
"AT3G20810","p03-r25-c41","JUMONJI","JMJ30","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G20810","p03-r25-c42","JUMONJI","JMJ30","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G35040","p03-r25-c43","bZIP","bZIP19","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT4G35040","p03-r25-c44","bZIP","bZIP19","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT1G09540","p03-r25-c45","MYB","ATMYB61","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G09540","p03-r25-c46","MYB","ATMYB61","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G01060","p03-r25-c47","G2-like","AT2G01060","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT2G01060","p03-r25-c48","G2-like","AT2G01060","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G18010","p03-r26-c01","HB","WOX1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G18010","p03-r26-c02","HB","WOX1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G79700","p03-r26-c03","AP2-EREBP","WRI4","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G79700","p03-r26-c04","AP2-EREBP","WRI4","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G66380","p03-r26-c05","MYB","AtMYB114","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G66380","p03-r26-c06","MYB","AtMYB114","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G51070","p03-r26-c07","bHLH","bHLH115","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G51070","p03-r26-c08","bHLH","bHLH115","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G65510","p03-r26-c09","AP2-EREBP","PLT7","Nucleus","Chromosome"
"AT5G65510","p03-r26-c10","AP2-EREBP","PLT7","Nucleus","Chromosome"
"AT5G63160","p03-r26-c11","TRAF","BT1","Nucleus","Chromosome"
"AT5G63160","p03-r26-c12","TRAF","BT1","Nucleus","Chromosome"
"AT2G28810","p03-r26-c13","C2C2-DOF","AT2G28810","Nucleus","Chromosome"
"AT2G28810","p03-r26-c14","C2C2-DOF","AT2G28810","Nucleus","Chromosome"
"AT4G27240","p03-r26-c15","C2H2","AT4G27240","Nucleus","Nucleus, nucleolus"
"AT4G27240","p03-r26-c16","C2H2","AT4G27240","Nucleus","Nucleus, nucleolus"
"AT3G10760","p03-r26-c17","G2-like","AT3G10760","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
"AT3G10760","p03-r26-c18","G2-like","AT3G10760","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
"AT5G18240","p03-r26-c19","G2-like","ATMYR1","Nucleus","Chromosome"
"AT5G18240","p03-r26-c20","G2-like","ATMYR1","Nucleus","Chromosome"
"AT1G69580","p03-r26-c21","G2-like","AT1G69580","Nucleus","Chromosome"
"AT1G69580","p03-r26-c22","G2-like","AT1G69580","Nucleus","Chromosome"
"AT5G02840","p03-r26-c23","MYB-related","LCL1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G02840","p03-r26-c24","MYB-related","LCL1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G18550","p03-r26-c25","HB","ATHB21","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT2G18550","p03-r26-c26","HB","ATHB21","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT4G13640","p03-r26-c27","G2-like","UNE16","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT4G13640","p03-r26-c28","G2-like","UNE16","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G19790","p03-r26-c29","AP2-EREBP","RAP2.11","Nucleus","Chromosome"
"AT5G19790","p03-r26-c30","AP2-EREBP","RAP2.11","Nucleus","Chromosome"
"AT2G01760","p03-r26-c31","ARR-B","RR14","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G01760","p03-r26-c32","ARR-B","RR14","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G66390","p03-r26-c33","MYB","ATMYB90","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G66390","p03-r26-c34","MYB","ATMYB90","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G19490","p03-r26-c35","bZIP","AT1G19490","Nucleus","Nucleus, nucleolus; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT1G19490","p03-r26-c36","bZIP","AT1G19490","Nucleus","Nucleus, nucleolus; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT4G23800","p03-r26-c37","HMG","3xHMG-box2","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT4G23800","p03-r26-c38","HMG","3xHMG-box2","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT4G34680","p03-r26-c39","C2C2-GATA","GATA3","Nucleus","Chromosome"
"AT4G34680","p03-r26-c40","C2C2-GATA","GATA3","Nucleus","Chromosome"
"AT3G20810","p03-r26-c41","JUMONJI","JMJ30","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G20810","p03-r26-c42","JUMONJI","JMJ30","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G35040","p03-r26-c43","bZIP","bZIP19","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT4G35040","p03-r26-c44","bZIP","bZIP19","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT1G09540","p03-r26-c45","MYB","ATMYB61","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G09540","p03-r26-c46","MYB","ATMYB61","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G01060","p03-r26-c47","G2-like","AT2G01060","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT2G01060","p03-r26-c48","G2-like","AT2G01060","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G54990","p03-r27-c01","AP2-EREBP","SMZ","Nucleus","Chromosome"
"AT3G54990","p03-r27-c02","AP2-EREBP","SMZ","Nucleus","Chromosome"
"AT5G01380","p03-r27-c03","TRIHELIX","AT5G01380","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G01380","p03-r27-c04","TRIHELIX","AT5G01380","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G64105","p03-r27-c05","NAC","ANAC027","Nucleus","Chromosome"
"AT1G64105","p03-r27-c06","NAC","ANAC027","Nucleus","Chromosome"
"AT2G40970","p03-r27-c07","G2-like","MYBC1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT2G40970","p03-r27-c08","G2-like","MYBC1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G77570","p03-r27-c09","HSF","REN1","Mitochondrion","Mitochondrion inner membrane"
"AT1G77570","p03-r27-c10","HSF","REN1","Mitochondrion","Mitochondrion inner membrane"
"AT4G03170","p03-r27-c11","ABI3-VP1","AT4G03170","Nucleus","Nucleus, nucleolus"
"AT4G03170","p03-r27-c12","ABI3-VP1","AT4G03170","Nucleus","Nucleus, nucleolus"
"AT5G50570","p03-r27-c13","SBP","SPL13","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G50570","p03-r27-c14","SBP","SPL13","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G02250","p03-r27-c15","NAC","ANAC005","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G02250","p03-r27-c16","NAC","ANAC005","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G18490","p03-r27-c17","C2H2","GAZ","Nucleus","Chromosome"
"AT2G18490","p03-r27-c18","C2H2","GAZ","Nucleus","Chromosome"
"AT4G34990","p03-r27-c19","MYB","AtMYB32","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT4G34990","p03-r27-c20","MYB","AtMYB32","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G54360","p03-r27-c21","C2H2","AT5G54360","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G54360","p03-r27-c22","C2H2","AT5G54360","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G63040","p03-r27-c23","ND","No Symbol","-","-"
"AT1G63040","p03-r27-c24","ND","No Symbol","-","-"
"AT1G63820","p03-r27-c25","Orphans/","AT1G63820","Nucleus","Chromosome"
"AT1G63820","p03-r27-c26","Orphans/","AT1G63820","Nucleus","Chromosome"
"AT1G34670","p03-r27-c27","MYB","AtMYB93","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G34670","p03-r27-c28","MYB","AtMYB93","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT2G40210","p03-r27-c29","MADS","AGL48","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G40210","p03-r27-c30","MADS","AGL48","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G57670","p03-r27-c31","C2H2","WIP2","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G57670","p03-r27-c32","C2H2","WIP2","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G11100","p03-r27-c33","TRIHELIX","VFP3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G11100","p03-r27-c34","TRIHELIX","VFP3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G64625","p03-r27-c35","bHLH","LL1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G64625","p03-r27-c36","bHLH","LL1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G66420","p03-r27-c37","GeBP","AT1G66420","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G66420","p03-r27-c38","GeBP","AT1G66420","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G10570","p03-r27-c39","bHLH","AT5G10570","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G10570","p03-r27-c40","bHLH","AT5G10570","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G76870","p03-r27-c41","TRIHELIX","AT1G76870","Nucleus","Chromosome"
"AT1G76870","p03-r27-c42","TRIHELIX","AT1G76870","Nucleus","Chromosome"
"AT1G26300","p03-r27-c43","BSD","AT1G26300","Cytoplasm","Cytoplasm, cytoskeleton"
"AT1G26300","p03-r27-c44","BSD","AT1G26300","Cytoplasm","Cytoplasm, cytoskeleton"
"AT2G15740","p03-r27-c45","C2H2","AT2G15740","Nucleus","Chromosome"
"AT2G15740","p03-r27-c46","C2H2","AT2G15740","Nucleus","Chromosome"
"AT3G49800","p03-r27-c47","BSD","AT3G49800","Cytoplasm","Cytoplasm, cytoskeleton"
"AT3G49800","p03-r27-c48","BSD","AT3G49800","Cytoplasm","Cytoplasm, cytoskeleton"
"AT3G54990","p03-r28-c01","AP2-EREBP","SMZ","Nucleus","Chromosome"
"AT3G54990","p03-r28-c02","AP2-EREBP","SMZ","Nucleus","Chromosome"
"AT5G01380","p03-r28-c03","TRIHELIX","AT5G01380","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G01380","p03-r28-c04","TRIHELIX","AT5G01380","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G64105","p03-r28-c05","NAC","ANAC027","Nucleus","Chromosome"
"AT1G64105","p03-r28-c06","NAC","ANAC027","Nucleus","Chromosome"
"AT2G40970","p03-r28-c07","G2-like","MYBC1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT2G40970","p03-r28-c08","G2-like","MYBC1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G77570","p03-r28-c09","HSF","REN1","Mitochondrion","Mitochondrion inner membrane"
"AT1G77570","p03-r28-c10","HSF","REN1","Mitochondrion","Mitochondrion inner membrane"
"AT4G03170","p03-r28-c11","ABI3-VP1","AT4G03170","Nucleus","Nucleus, nucleolus"
"AT4G03170","p03-r28-c12","ABI3-VP1","AT4G03170","Nucleus","Nucleus, nucleolus"
"AT5G50570","p03-r28-c13","SBP","SPL13","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G50570","p03-r28-c14","SBP","SPL13","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G02250","p03-r28-c15","NAC","ANAC005","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G02250","p03-r28-c16","NAC","ANAC005","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G18490","p03-r28-c17","C2H2","GAZ","Nucleus","Chromosome"
"AT2G18490","p03-r28-c18","C2H2","GAZ","Nucleus","Chromosome"
"AT4G34990","p03-r28-c19","MYB","AtMYB32","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT4G34990","p03-r28-c20","MYB","AtMYB32","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G54360","p03-r28-c21","C2H2","AT5G54360","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G54360","p03-r28-c22","C2H2","AT5G54360","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G63040","p03-r28-c23","ND","No Symbol","-","-"
"AT1G63040","p03-r28-c24","ND","No Symbol","-","-"
"AT1G63820","p03-r28-c25","Orphans/","AT1G63820","Nucleus","Chromosome"
"AT1G63820","p03-r28-c26","Orphans/","AT1G63820","Nucleus","Chromosome"
"AT1G34670","p03-r28-c27","MYB","AtMYB93","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G34670","p03-r28-c28","MYB","AtMYB93","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT2G40210","p03-r28-c29","MADS","AGL48","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G40210","p03-r28-c30","MADS","AGL48","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G57670","p03-r28-c31","C2H2","WIP2","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G57670","p03-r28-c32","C2H2","WIP2","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G11100","p03-r28-c33","TRIHELIX","VFP3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G11100","p03-r28-c34","TRIHELIX","VFP3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G64625","p03-r28-c35","bHLH","LL1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G64625","p03-r28-c36","bHLH","LL1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G66420","p03-r28-c37","GeBP","AT1G66420","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G66420","p03-r28-c38","GeBP","AT1G66420","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G10570","p03-r28-c39","bHLH","AT5G10570","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G10570","p03-r28-c40","bHLH","AT5G10570","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G76870","p03-r28-c41","TRIHELIX","AT1G76870","Nucleus","Chromosome"
"AT1G76870","p03-r28-c42","TRIHELIX","AT1G76870","Nucleus","Chromosome"
"AT1G26300","p03-r28-c43","BSD","AT1G26300","Cytoplasm","Cytoplasm, cytoskeleton"
"AT1G26300","p03-r28-c44","BSD","AT1G26300","Cytoplasm","Cytoplasm, cytoskeleton"
"AT2G15740","p03-r28-c45","C2H2","AT2G15740","Nucleus","Chromosome"
"AT2G15740","p03-r28-c46","C2H2","AT2G15740","Nucleus","Chromosome"
"AT3G49800","p03-r28-c47","BSD","AT3G49800","Cytoplasm","Cytoplasm, cytoskeleton"
"AT3G49800","p03-r28-c48","BSD","AT3G49800","Cytoplasm","Cytoplasm, cytoskeleton"
"AT5G52260","p03-r29-c01","MYB","AtMYB19","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G52260","p03-r29-c02","MYB","AtMYB19","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT2G16720","p03-r29-c03","MYB","ATMYB7","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT2G16720","p03-r29-c04","MYB","ATMYB7","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT2G13960","p03-r29-c05","MYB-related","AT2G13960","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G13960","p03-r29-c06","MYB-related","AT2G13960","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G25220","p03-r29-c07","HB","KNAT3","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G25220","p03-r29-c08","HB","KNAT3","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G25990","p03-r29-c09","TRIHELIX","AT3G25990","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G25990","p03-r29-c10","TRIHELIX","AT3G25990","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G51190","p03-r29-c11","AP2-EREBP","ERF105","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G51190","p03-r29-c12","AP2-EREBP","ERF105","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G47660","p03-r29-c13","TRIHELIX","AT5G47660","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G47660","p03-r29-c14","TRIHELIX","AT5G47660","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G42790","p03-r29-c15","ALFIN-like","AL3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G42790","p03-r29-c16","ALFIN-like","AL3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G37800","p03-r29-c17","bHLH","RSL1","Nucleus","Chromosome"
"AT5G37800","p03-r29-c18","bHLH","RSL1","Nucleus","Chromosome"
"AT1G60380","p03-r29-c19","NAC","AT1G60380","Nucleus","Chromosome"
"AT1G60380","p03-r29-c20","NAC","AT1G60380","Nucleus","Chromosome"
"AT5G61270","p03-r29-c21","bHLH","PIF7","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G61270","p03-r29-c22","bHLH","PIF7","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G06220","p03-r29-c23","ABI3-VP1","AT3G06220","Nucleus","Chromosome"
"AT3G06220","p03-r29-c24","ABI3-VP1","AT3G06220","Nucleus","Chromosome"
"AT2G41690","p03-r29-c25","HSF","HSFB3","Nucleus","Chromosome"
"AT2G41690","p03-r29-c26","HSF","HSFB3","Nucleus","Chromosome"
"AT4G00390","p03-r29-c27","GeBP","AT4G00390","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G00390","p03-r29-c28","GeBP","AT4G00390","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G01250","p03-r29-c29","AP2-EREBP","AT1G01250","Nucleus","Chromosome"
"AT1G01250","p03-r29-c30","AP2-EREBP","AT1G01250","Nucleus","Chromosome"
"AT5G64340","p03-r29-c31","bHLH","SAC51","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G64340","p03-r29-c32","bHLH","SAC51","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G63030","p03-r29-c33","AP2-EREBP","ddf2","Nucleus","Chromosome"
"AT1G63030","p03-r29-c34","AP2-EREBP","ddf2","Nucleus","Chromosome"
"AT1G43770","p03-r29-c35","PHD","AT1G43770","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G43770","p03-r29-c36","PHD","AT1G43770","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G25730","p03-r29-c37","AP2-EREBP","EDF3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G25730","p03-r29-c38","AP2-EREBP","EDF3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G70000","p03-r29-c39","MYB-related","MYBD","Nucleus","Chromosome"
"AT1G70000","p03-r29-c40","MYB-related","MYBD","Nucleus","Chromosome"
"AT5G18560","p03-r29-c41","AP2-EREBP","PUCHI","Nucleus","Chromosome"
"AT5G18560","p03-r29-c42","AP2-EREBP","PUCHI","Nucleus","Chromosome"
"AT4G00250","p03-r29-c43","GeBP","AtSTKL2","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G00250","p03-r29-c44","GeBP","AtSTKL2","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G20100","p03-r29-c45","ND","AT2G20100","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT2G20100","p03-r29-c46","ND","AT2G20100","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT4G24660","p03-r29-c47","zf-HD","MEE68","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G24660","p03-r29-c48","zf-HD","MEE68","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G52260","p03-r30-c01","MYB","AtMYB19","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G52260","p03-r30-c02","MYB","AtMYB19","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT2G16720","p03-r30-c03","MYB","ATMYB7","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT2G16720","p03-r30-c04","MYB","ATMYB7","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT2G13960","p03-r30-c05","MYB-related","AT2G13960","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G13960","p03-r30-c06","MYB-related","AT2G13960","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G25220","p03-r30-c07","HB","KNAT3","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
